,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Avg-Book-Rating
2322,Archangel,Robert Harris,2000,Jove Books,http://images.amazon.com/images/P/0515127485.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515127485.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515127485.01.LZZZZZZZ.jpg,1.3333333333333333
1079,Blood Lure,Nevada Barr,2001,G. P. Putnam's Sons,http://images.amazon.com/images/P/0399147020.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399147020.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399147020.01.LZZZZZZZ.jpg,1.3333333333333333
2835,Paddy Clarke Ha Ha Ha,Roddy Doyle,1994,Penguin USA,http://images.amazon.com/images/P/0670853453.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670853453.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670853453.01.LZZZZZZZ.jpg,1.3333333333333333
638,Dangerous to Know,Barbara Taylor Bradford,1996,HarperTorch,http://images.amazon.com/images/P/0061092088.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061092088.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061092088.01.LZZZZZZZ.jpg,1.3333333333333333
2637,The Cat Who Lived High,Lilian Jackson Braun,1990,Putnam Pub Group,http://images.amazon.com/images/P/0399135545.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399135545.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399135545.01.LZZZZZZZ.jpg,1.3333333333333333
2610,Tapestry,Lynn Kurland,2002,Jove Books,http://images.amazon.com/images/P/0515133620.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515133620.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515133620.01.LZZZZZZZ.jpg,1.3255813953488371
459,The Loop,Nicholas Evans,1999,Dell Publishing Company,http://images.amazon.com/images/P/0440224624.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224624.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224624.01.LZZZZZZZ.jpg,1.325
2393,"All the Pretty Horses (The Border Trilogy, Vol 1)",CORMAC MCCARTHY,1993,Vintage,http://images.amazon.com/images/P/0679744398.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679744398.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679744398.01.LZZZZZZZ.jpg,1.323076923076923
1217,Polar Star,Martin Cruz Smith,1989,Random House Inc,http://images.amazon.com/images/P/0394578198.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394578198.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394578198.01.LZZZZZZZ.jpg,1.3225806451612903
1422,Dragon Tears,Dean R. Koontz,1993,Putnam Pub Group,http://images.amazon.com/images/P/0399137734.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399137734.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399137734.01.LZZZZZZZ.jpg,1.3225806451612903
2402,Eyes of a Child,Richard North Patterson,1994,Random House Inc,http://images.amazon.com/images/P/0679429883.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679429883.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679429883.01.LZZZZZZZ.jpg,1.3220338983050848
2207,"Irish Rebel (Special Edition, 1328)",Nora Roberts,2000,Silhouette,http://images.amazon.com/images/P/0373243286.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373243286.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373243286.01.LZZZZZZZ.jpg,1.320754716981132
1958,Silent Witness,RICHARD NORTH PATTERSON,1997,Ballantine Books,http://images.amazon.com/images/P/0345404769.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345404769.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345404769.01.LZZZZZZZ.jpg,1.3205128205128205
1760,Summer Pleasures,Nora Roberts,2002,Silhouette,http://images.amazon.com/images/P/0373218397.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373218397.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373218397.01.LZZZZZZZ.jpg,1.318840579710145
2457,Special Delivery: A Novel,Danielle Steel,1998,Dell Publishing Company,http://images.amazon.com/images/P/0440224810.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224810.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224810.01.LZZZZZZZ.jpg,1.3181818181818181
2272,Speaking With the Angel,Nick Hornby,2001,Riverhead Books,http://images.amazon.com/images/P/1573228583.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573228583.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573228583.01.LZZZZZZZ.jpg,1.3181818181818181
2001,Where is Joe Merchant?,Jimmy Buffett,1993,Avon,http://images.amazon.com/images/P/038072118X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038072118X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038072118X.01.LZZZZZZZ.jpg,1.3181818181818181
2286,King Rat,James Clavell,1993,Dell Publishing Company,http://images.amazon.com/images/P/0440145465.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440145465.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440145465.01.LZZZZZZZ.jpg,1.3181818181818181
33,Female Intelligence,Jane Heller,2001,St. Martin's Press,http://images.amazon.com/images/P/0312261594.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312261594.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312261594.01.LZZZZZZZ.jpg,1.3181818181818181
561,Legend,Jude Deveraux,1997,Pocket,http://images.amazon.com/images/P/0671001701.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671001701.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671001701.01.LZZZZZZZ.jpg,1.3170731707317074
300,Granny Dan,DANIELLE STEEL,2000,"Random House, Inc.",http://images.amazon.com/images/P/0440224829.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224829.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224829.01.LZZZZZZZ.jpg,1.3166666666666667
1743,Stranger Is Watching,Mary Higgins Clark,1991,Pocket,http://images.amazon.com/images/P/0671741209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671741209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671741209.01.LZZZZZZZ.jpg,1.3157894736842106
1796,Second Nature,Alice Hoffman,1994,Putnam Pub Group,http://images.amazon.com/images/P/0399139087.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399139087.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399139087.01.LZZZZZZZ.jpg,1.3157894736842106
790,The Good Earth (Enriched Classics),Pearl S. Buck,1994,Pocket,http://images.amazon.com/images/P/0671510126.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671510126.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671510126.01.LZZZZZZZ.jpg,1.3157894736842106
123,Vinegar Hill (Oprah's Book Club (Paperback)),A. Manette Ansay,1998,Perennial,http://images.amazon.com/images/P/0380730138.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380730138.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380730138.01.LZZZZZZZ.jpg,1.3140495867768596
2774,Nothing Lasts Forever,Sidney Sheldon,1994,Harpercollins Childrens Books,http://images.amazon.com/images/P/0688084915.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688084915.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688084915.01.LZZZZZZZ.jpg,1.3125
720,50 Simple Things You Can Do to Save the Earth,Earthworks Group,1989,Pub Group West,http://images.amazon.com/images/P/0929634063.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0929634063.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0929634063.01.LZZZZZZZ.jpg,1.3103448275862069
1261,Turtle Moon,Alice Hoffman,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425161285.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425161285.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425161285.01.LZZZZZZZ.jpg,1.3085106382978724
2516,The Feast of Love (Vintage Contemporaries (Paperback)),Charles Baxter,2001,Vintage Books USA,http://images.amazon.com/images/P/037570910X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037570910X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037570910X.01.LZZZZZZZ.jpg,1.3076923076923077
2325,The First Horseman,John Case,1999,Ballantine Books,http://images.amazon.com/images/P/0345435796.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345435796.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345435796.01.LZZZZZZZ.jpg,1.3076923076923077
2093,Sushi for Beginners,Marian Keyes,2004,HarperTorch,http://images.amazon.com/images/P/0060557257.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060557257.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060557257.01.LZZZZZZZ.jpg,1.3076923076923077
2581,Cranberry Queen,Kathleen DeMarco,2002,Miramax,http://images.amazon.com/images/P/0786890371.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786890371.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786890371.01.LZZZZZZZ.jpg,1.3076923076923077
2613,The Cat Who Came to Breakfast,Lilian Jackson Braun,1995,Jove Books,http://images.amazon.com/images/P/0515115649.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515115649.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515115649.01.LZZZZZZZ.jpg,1.3055555555555556
2539,Thurston House,Danielle Steel,1984,Dell,http://images.amazon.com/images/P/0440185327.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440185327.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440185327.01.LZZZZZZZ.jpg,1.3018867924528301
504,Once a Thief,Kay Hooper,2002,Bantam Books,http://images.amazon.com/images/P/0553585118.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553585118.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553585118.01.LZZZZZZZ.jpg,1.3
1472,The Witches of Eastwick,John Updike,1996,Ballantine Books,http://images.amazon.com/images/P/0449912108.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449912108.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449912108.01.LZZZZZZZ.jpg,1.3
2591,Cordina's Crown Jewel,Nora Roberts,2002,Silhouette,http://images.amazon.com/images/P/0373244487.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373244487.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373244487.01.LZZZZZZZ.jpg,1.2982456140350878
658,Dinner at the Homesick Restaurant,Anne Tyler,1992,Ivy Books,http://images.amazon.com/images/P/080410882X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080410882X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080410882X.01.LZZZZZZZ.jpg,1.2972972972972974
2830,The Perfect Summer,Luanne Rice,2003,Bantam Books,http://images.amazon.com/images/P/0553584049.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553584049.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553584049.01.LZZZZZZZ.jpg,1.2972972972972974
2588,Postcards from the Edge,Carrie Fisher,1990,Pocket,http://images.amazon.com/images/P/0671724738.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671724738.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671724738.01.LZZZZZZZ.jpg,1.2962962962962963
1165,The Final Judgment,Richard North Patterson,1997,Ballantine Books,http://images.amazon.com/images/P/034540761X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034540761X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034540761X.01.LZZZZZZZ.jpg,1.2962962962962963
409,The Songcatcher: A Ballad Novel,Sharyn McCrumb,2002,Signet Book,http://images.amazon.com/images/P/0451202503.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451202503.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451202503.01.LZZZZZZZ.jpg,1.2954545454545454
1984,Spring Moon: A Novel of China,Bette Lord,1982,Avon Books,http://images.amazon.com/images/P/0380599236.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380599236.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380599236.01.LZZZZZZZ.jpg,1.2926829268292683
2470,Come to Grief,Dick Francis,1996,Jove Books,http://images.amazon.com/images/P/0515119520.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515119520.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515119520.01.LZZZZZZZ.jpg,1.2926829268292683
210,Prince Caspian,C. S. Lewis,1970,MacMillan Publishing Company.,http://images.amazon.com/images/P/0020442408.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0020442408.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0020442408.01.LZZZZZZZ.jpg,1.2903225806451613
1115,Creed for the Third Millennium,Colleen McCullough,1986,Avon,http://images.amazon.com/images/P/0380701340.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380701340.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380701340.01.LZZZZZZZ.jpg,1.2903225806451613
44,The Mosquito Coast,Paul Theroux,1990,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380619458.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380619458.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380619458.01.LZZZZZZZ.jpg,1.2903225806451613
1609,Darkest Hour (Cutler),V.C. Andrews,1993,Pocket,http://images.amazon.com/images/P/0671759329.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671759329.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671759329.01.LZZZZZZZ.jpg,1.288888888888889
1930,Riptide,Catherine Coulter,2001,Jove Books,http://images.amazon.com/images/P/0515130966.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515130966.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515130966.01.LZZZZZZZ.jpg,1.288659793814433
1630,A Thin Dark Line (Mysteries &amp; Horror),TAMI HOAG,1998,Bantam,http://images.amazon.com/images/P/0553571885.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553571885.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553571885.01.LZZZZZZZ.jpg,1.2878787878787878
785,Song of Solomon (Oprah's Book Club (Paperback)),Toni Morrison,1987,Plume Books,http://images.amazon.com/images/P/0452260116.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452260116.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452260116.01.LZZZZZZZ.jpg,1.2857142857142858
2724,Vital Signs,Robin Cook,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425131769.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425131769.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425131769.01.LZZZZZZZ.jpg,1.2857142857142858
2671,Glitz,Elmore Leonard,1985,Arbor House Pub Co,http://images.amazon.com/images/P/0877956324.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0877956324.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0877956324.01.LZZZZZZZ.jpg,1.2857142857142858
58,Puerto Vallarta Squeeze,Robert James Waller,1995,Warner Books,http://images.amazon.com/images/P/044651747X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044651747X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044651747X.01.LZZZZZZZ.jpg,1.2857142857142858
1904,The Bone People,Keri Hulme,1986,Penguin Books,http://images.amazon.com/images/P/0140089225.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140089225.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140089225.01.LZZZZZZZ.jpg,1.2857142857142858
1099,Disclosure,Michael Crichton,1994,Ballantine Books,http://images.amazon.com/images/P/0345391055.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345391055.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345391055.01.LZZZZZZZ.jpg,1.2836879432624113
2488,Moment of Truth,Lisa Scottoline,2001,HarperTorch,http://images.amazon.com/images/P/0061030597.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061030597.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061030597.01.LZZZZZZZ.jpg,1.2830188679245282
2452,The Cottage,Danielle Steel,2002,Delacorte Press,http://images.amazon.com/images/P/0385335520.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385335520.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385335520.01.LZZZZZZZ.jpg,1.2826086956521738
576,Absolute Power,David Baldacci,1996,Warner Books,http://images.amazon.com/images/P/0446519960.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446519960.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446519960.01.LZZZZZZZ.jpg,1.2823529411764707
1372,Nathaniel,John Saul,1984,Bantam Books,http://images.amazon.com/images/P/0553241729.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553241729.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553241729.01.LZZZZZZZ.jpg,1.2820512820512822
1504,The Children of Men,P.D. James,1994,Warner Books,http://images.amazon.com/images/P/0446364622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364622.01.LZZZZZZZ.jpg,1.2820512820512822
1774,Paradise,Toni Morrison,1998,Alfred A. Knopf,http://images.amazon.com/images/P/0679433740.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679433740.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679433740.01.LZZZZZZZ.jpg,1.2808988764044944
200,Four Blondes,Candace Bushnell,2001,Grove Press,http://images.amazon.com/images/P/080213825X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080213825X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080213825X.01.LZZZZZZZ.jpg,1.280701754385965
1986,The Celestine Prophecy,James Redfield,1995,Warner Books,http://images.amazon.com/images/P/0446671002.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446671002.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446671002.01.LZZZZZZZ.jpg,1.28
2030,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440201926.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,1.28
2550,Everywhere That Mary Went,Lisa Scottoline,1993,HarperTorch,http://images.amazon.com/images/P/0061042935.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061042935.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061042935.01.LZZZZZZZ.jpg,1.28
1787,Star,Danielle Steel,1989,Delacorte Press,http://images.amazon.com/images/P/0440500729.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440500729.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440500729.01.LZZZZZZZ.jpg,1.2790697674418605
1711,Hemlock Bay,Catherine Coulter,2002,Jove Books,http://images.amazon.com/images/P/0515133302.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515133302.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515133302.01.LZZZZZZZ.jpg,1.278688524590164
469,Where or When  : A Novel,Anita Shreve,1999,Harvest Books,http://images.amazon.com/images/P/0156006529.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156006529.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156006529.01.LZZZZZZZ.jpg,1.2777777777777777
2626,Eye of the Needle,Ken Follett,2000,Avon,http://images.amazon.com/images/P/0380733358.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380733358.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380733358.01.LZZZZZZZ.jpg,1.2777777777777777
844,All Things Wise and Wonderful,James Herriot,1981,Bantam,http://images.amazon.com/images/P/0553266055.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553266055.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553266055.01.LZZZZZZZ.jpg,1.2765957446808511
2092,Space,James A. Michener,1988,Fawcett Books,http://images.amazon.com/images/P/0449203794.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449203794.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449203794.01.LZZZZZZZ.jpg,1.2745098039215685
2507,Getting Lucky (Avon Light Contemporary Romances),Susan Andersen,2003,Avon,http://images.amazon.com/images/P/038081918X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038081918X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038081918X.01.LZZZZZZZ.jpg,1.2727272727272727
2681,The Lasko Tangent,Richard North Patterson,1994,Ballantine Books,http://images.amazon.com/images/P/034532532X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034532532X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034532532X.01.LZZZZZZZ.jpg,1.2727272727272727
2033,The Fourth Estate,Jeffrey Archer,1997,HarperTorch,http://images.amazon.com/images/P/0061092037.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061092037.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061092037.01.LZZZZZZZ.jpg,1.2727272727272727
1271,The Little Friend,Donna Tartt,2002,Alfred A. Knopf,http://images.amazon.com/images/P/0679439382.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679439382.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679439382.01.LZZZZZZZ.jpg,1.2698412698412698
1636,Public Secrets,Nora Roberts,1990,Bantam,http://images.amazon.com/images/P/0553285785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553285785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553285785.01.LZZZZZZZ.jpg,1.2666666666666666
838,The Bear and the Dragon (Jack Ryan Novels),Tom Clancy,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425180964.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425180964.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425180964.01.LZZZZZZZ.jpg,1.2653061224489797
480,The Cabinet of Curiosities,Douglas Preston,2003,Warner Books,http://images.amazon.com/images/P/0446611239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611239.01.LZZZZZZZ.jpg,1.2647058823529411
2660,The Hellion,LaVyrle Spencer,1999,Jove Books,http://images.amazon.com/images/P/0515099511.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515099511.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515099511.01.LZZZZZZZ.jpg,1.2647058823529411
119,Neanderthal: A Novel,John Darnton,1997,St. Martin's Press,http://images.amazon.com/images/P/0312963009.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312963009.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312963009.01.LZZZZZZZ.jpg,1.2619047619047619
2218,The SEA HUNTERS,Clive Cussler,1997,Pocket,http://images.amazon.com/images/P/0671001809.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671001809.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671001809.01.LZZZZZZZ.jpg,1.2608695652173914
2026,A Certain Justice (Adam Dalgliesh Mysteries (Paperback)),P. D. James,1999,Ballantine Books,http://images.amazon.com/images/P/0345430573.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345430573.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345430573.01.LZZZZZZZ.jpg,1.2592592592592593
1853,3001: The Final Odyssey,Arthur C. Clarke,1997,Ballantine Books,http://images.amazon.com/images/P/0345315227.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345315227.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345315227.01.LZZZZZZZ.jpg,1.2592592592592593
1447,The Terminal Man,Michael Crichton,1988,Ballantine Books,http://images.amazon.com/images/P/0345354621.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345354621.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345354621.01.LZZZZZZZ.jpg,1.2586206896551724
1282,And Then You Die,Iris Johansen,1998,Bantam,http://images.amazon.com/images/P/0553579983.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553579983.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553579983.01.LZZZZZZZ.jpg,1.2586206896551724
1782,A Season Beyond a Kiss,Kathleen E. Woodiwiss,2000,Avon Trade,http://images.amazon.com/images/P/0380807939.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380807939.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380807939.01.LZZZZZZZ.jpg,1.2580645161290323
550,Time Flies,Bill Cosby,1987,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385240406.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385240406.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385240406.01.LZZZZZZZ.jpg,1.2553191489361701
2029,The House on Hope Street,Danielle Steel,2000,Delacorte Press,http://images.amazon.com/images/P/0385333064.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385333064.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385333064.01.LZZZZZZZ.jpg,1.2549019607843137
2031,Secrets,DANIELLE STEEL,1986,Dell,http://images.amazon.com/images/P/0440176484.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440176484.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440176484.01.LZZZZZZZ.jpg,1.2533333333333334
2597,Covenant,James Michener,1982,Ballantine Books,http://images.amazon.com/images/P/0449244741.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449244741.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449244741.01.LZZZZZZZ.jpg,1.25
1040,Her Father's House,BELVA PLAIN,2002,Delacorte Press,http://images.amazon.com/images/P/0385334729.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385334729.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385334729.01.LZZZZZZZ.jpg,1.25
1698,Harmful Intent,Robin Cook,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425125467.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425125467.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425125467.01.LZZZZZZZ.jpg,1.25
2503,Oldest Living Confederate Widow Tells All,Allan Gurganus,1990,Ivy Books,http://images.amazon.com/images/P/0804106436.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804106436.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804106436.01.LZZZZZZZ.jpg,1.2452830188679245
202,Summer Island,KRISTIN HANNAH,2002,Ballantine Books,http://images.amazon.com/images/P/0345441133.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345441133.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345441133.01.LZZZZZZZ.jpg,1.2448979591836735
2187,Breach of Promise,Perri O'Shaughnessy,1999,Island,http://images.amazon.com/images/P/044022473X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044022473X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044022473X.01.LZZZZZZZ.jpg,1.2432432432432432
